Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
Salé,Pépinière,Dacia,Dokker,2019,110 000 - 119 999,Diesel,7,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,114000
Rabat,Unknown,BMW,Serie 5,2009,250 000 - 299 999,Diesel,8,Automatique,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115000
Casablanca,Aïn Diab,Volkswagen,Jetta,2021,40 000 - 44 999,Diesel,8,Automatique,5,Importée neuve,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235000
Casablanca,2 Mars,Fiat,500L,2016,60 000 - 64 999,Diesel,7,Automatique,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133000
Fès,Agdal,Peugeot,208,2018,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,119000
Casablanca,Unknown,Renault,Kangoo,2019,40 000 - 44 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,158000
Casablanca,Sidi Bernoussi,Renault,Clio,2015,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,103000
Casablanca,Unknown,Mercedes-Benz,220,1993,40 000 - 44 999,Diesel,8,Manuelle,5,Dédouanée,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Taza,Unknown,Toyota,Corolla,2006,200 000 - 249 999,Diesel,8,Manuelle,5,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,73000
Khénifra,Unknown,Toyota,Yaris,2013,140 000 - 149 999,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,72000
Meknès,Unknown,Audi,A4,2003,180 000 - 189 999,Diesel,8,Manuelle,5,Importée neuve,Non,Bon,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,63000
Rabat,Agdal,Chevrolet,Captiva,2013,150 000 - 159 999,Diesel,9,Automatique,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130000
Salé,Toute la ville,Renault,Clio,2019,45 000 - 49 999,Diesel,7,Manuelle,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,89000
Meknès,Sbata,Kia,Carens,2015,140 000 - 149 999,Diesel,7,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,130000
Rabat,Hay el Fath,Ford,Focus,2017,70 000 - 74 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150000
Casablanca,Sbata,Alfa Romeo,Mito,2010,15 000 - 19 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,82000
Khemisset,Unknown,Ford,Focus,2007,200 000 - 249 999,Essence,9,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,65000
Rabat,Riyad,Mercedes-Benz,Classe C,2004,200 000 - 249 999,Diesel,8,Manuelle,5,Importée neuve,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,95000
El Jadida,Centre,Citroen,C3,2020,30 000 - 34 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125000
Fès,Unknown,Renault,Laguna,2003,0 - 4 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,63000
Agadir,Unknown,Dacia,Logan,2018,170 000 - 179 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,89000
Essaouira,Unknown,Fiat,Punto,2013,100 000 - 109 999,Essence,5,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,71000
Rabat,Unknown,Peugeot,208,2014,45 000 - 49 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,85000
Casablanca,Hay Hassani,Volkswagen,Jetta,2018,150 000 - 159 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155000
Azrou,Unknown,Renault,Kangoo,2017,120 000 - 129 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,138000
Casablanca,Unknown,Citroen,C3,2019,25 000 - 29 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,146000
Laâyoune,Unknown,Ford,Ranger,2008,200 000 - 249 999,Diesel,10,Manuelle,5,WW au Maroc,Unknown,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,80000
El Jadida,Najmat Al Janoub,Mercedes-Benz,Classe B,2013,140 000 - 149 999,Diesel,7,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Rabat,Unknown,Volkswagen,Polo,2007,190 000 - 199 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,66000
Casablanca,Belvédère,Renault,Megane 3,2010,180 000 - 189 999,Diesel,7,Manuelle,3,Unknown,Unknown,Unknown,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,80000
Salé,Frougui,Volkswagen,PASSAT CC,2008,160 000 - 169 999,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123000
Casablanca,Aïn Sebaâ,Ford,Fusion,2016,100 000 - 109 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160000
Oualidia,Toute la ville,Renault,Kangoo,2012,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80300
Agadir,Unknown,Volkswagen,GOLF 5,2009,50 000 - 54 999,Diesel,8,Manuelle,5,Dédouanée,Non,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,78000
Rabat,Unknown,Audi,A3,2018,10 000 - 14 999,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Casablanca,Californie,BMW,Serie 1,2012,190 000 - 199 999,Diesel,9,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,158000
Tifelt,Unknown,Hyundai,i 10,2010,110 000 - 119 999,Essence,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Fès,Unknown,Fiat,126,2014,5 000 - 9 999,Diesel,5,Manuelle,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74000
El Jadida,Hay Al Amal,Renault,Megane 4,2018,55 000 - 59 999,Diesel,6,Automatique,5,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,165000
Tanger,Unknown,Fiat,FIORINO,2019,45 000 - 49 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,102000
Rabat,Unknown,Renault,Clio,2018,120 000 - 129 999,Diesel,6,Automatique,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,123000
Casablanca,Sidi Moumen,Renault,14,2016,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,132000
Casablanca,Unknown,Renault,Laguna,2008,0 - 4 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72000
Tanger,Drissia,Volkswagen,GOLF 4,1999,30 000 - 34 999,Diesel,8,Manuelle,5,Dédouanée,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,68000
Casablanca,Sbata,Peugeot,Bipper,2013,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Bouznika,Unknown,Mercedes-Benz,220,2002,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,85000
Agadir,Hay Zaytoun,Renault,Kangoo,2005,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,62000
Agadir,Unknown,Alfa Romeo,Giulietta,2013,250 000 - 299 999,Diesel,6,Manuelle,5,Unknown,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100000
Salé,Unknown,Hyundai,Tucson,2007,180 000 - 189 999,Diesel,8,Manuelle,5,Unknown,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
Kénitra,La Ville Haute,Mercedes-Benz,250,1999,190 000 - 199 999,Diesel,9,Automatique,5,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,73000
Casablanca,Belvédère,Peugeot,108,2018,50 000 - 54 999,Essence,6,Manuelle,5,WW au Maroc,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87000
Khouribga,Unknown,Peugeot,308,2017,100 000 - 109 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,138000
Rabat,Unknown,Ford,Focus,2013,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,119000
Marrakech,Targa,Volkswagen,Touareg,2020,110 000 - 119 999,Diesel,12,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Fès,Ben Souda,Dacia,Duster,2018,65 000 - 69 999,Diesel,6,Manuelle,5,Unknown,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,146000
Casablanca,Unknown,BMW,Serie 7,2016,170 000 - 179 999,Diesel,12,Automatique,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Tanger,Centre ville,Audi,Q2,2018,85 000 - 89 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Fès,Unknown,Peugeot,Tepee,2015,180 000 - 189 999,Diesel,6,Manuelle,5,Unknown,Non,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,105000
Agadir,Assaka,Fiat,FIORINO,2018,100 000 - 109 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,98000
Boulemane,Toute la ville,Dacia,Duster,2013,170 000 - 179 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125000
Casablanca,Unknown,Citroen,Berlingo,2012,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,90000
Bouznika,Quartier Industriel,Dacia,Sandero,2011,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Kénitra,Unknown,Fiat,TIPO,2018,60 000 - 64 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,110000
Salé,Unknown,Volkswagen,Passat,2004,250 000 - 299 999,Diesel,8,Manuelle,5,Importée neuve,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,60000
Al Hoceïma,Unknown,Mercedes-Benz,190,1991,0 - 4 999,Diesel,8,Manuelle,3,Dédouanée,Non,Pour Pièces,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,66000
Meknès,Hay Salam,Audi,A3,2017,90 000 - 94 999,Diesel,8,Automatique,5,Dédouanée,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Tanger,Centre ville,Audi,A6,2007,25 000 - 29 999,Diesel,6,Automatique,5,Dédouanée,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
Al Hoceïma,Unknown,Peugeot,301,2013,200 000 - 249 999,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,60000
Casablanca,Unknown,Volkswagen,Touran,2017,180 000 - 189 999,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,240000
Berkane,Toute la ville,Fiat,Doblo,2013,180 000 - 189 999,Diesel,5,Manuelle,3,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
Laattaouia,Toute la ville,Hyundai,Accent,2020,150 000 - 159 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,140000
Nador,Aarid,Mercedes-Benz,190,1992,5 000 - 9 999,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Tanger,Ahlane,Kia,Sorento,2008,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,78000
Guercif,Toute la ville,Peugeot,407,2006,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,74000
Casablanca,Unknown,Fiat,Doblo,2012,30 000 - 34 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,77000
Agadir,Unknown,Nissan,Juke,2019,20 000 - 24 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,158000
Mohammedia,Unknown,Skoda,Superb,2012,200 000 - 249 999,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,120000
Berkane,Unknown,Audi,A3,2008,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Casablanca,Oulfa,Peugeot,308,2012,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92000
Casablanca,Unknown,Skoda,Octavia,2017,95 000 - 99 999,Diesel,8,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,176000
Tanger,Ahlane,Citroen,C1,2008,65 000 - 69 999,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Tanger,Centre ville,Mercedes-Benz,Classe C,2008,150 000 - 159 999,Diesel,12,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
Casablanca,Oulfa,Hyundai,i 30,2016,110 000 - 119 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,138000
Meknès,Unknown,Volkswagen,GOLF 5,2008,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,95000
Mohammedia,Nassim,Volkswagen,PASSAT CC,2009,250 000 - 299 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,122000
Salé,Unknown,Mercedes-Benz,220,2002,250 000 - 299 999,Diesel,9,Automatique,5,Dédouanée,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,76000
Marrakech,Bab El Khemis,Renault,Clio,2016,180 000 - 189 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,93000
Tanger,Ahlane,Dacia,Dokker,2020,50 000 - 54 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,155000
Safi,Unknown,Peugeot,Partner,2016,80 000 - 84 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Temara,Unknown,Ford,Focus,2012,0 - 4 999,Diesel,6,Manuelle,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
Kénitra,Unknown,Peugeot,2008,2019,35 000 - 39 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,165000
Casablanca,Unknown,Fiat,TIPO,2019,70 000 - 74 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,98000
Settat,Toute la ville,Hyundai,i 40,2014,130 000 - 139 999,Diesel,7,Automatique,5,Importée neuve,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160000
Rabat,Unknown,Renault,Megane 4,2017,110 000 - 119 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,188000
